album,song_title,writers,capo,intro_chords,verse_chords,verse_lyrics,pre_chorus_chords,pre-chorus_lyrics,chorus_chords,chorus_lyrics,post_chorus_chords,Post_Chorus_Lyrics,bridge_chords,bridge_lyrics,outro_chords,outro_lyrics,multi_verse,multi_bridge,core_title,common_id,intro_chordsTransposed,verse_chordsTransposed,pre_chorus_chordsTransposed,chorus_chordsTransposed,post_chorus_chordsTransposed,bridge_chordsTransposed,outro_chordsTransposed
Fearless (Taylor's Version),white horse (taylor's version),Taylor Swift Liz Rose,0,C-F-Am-F,C-F-Am-F,Say you're sorry  that face of an angel/Comes out just when you need it to/ As I paced back and forth all this time/‘Cause I honestly believed in you,Am-F-G,Holdin’ on  the days drag on/Stupid girl  I shoulda known  I shoulda known,C-Am-F-G,That I'm not a princess  this ain't a fairytale/I’m not the one you'll sweep off her feet  lead her up the stairwell/This ain't Hollywood  this is a small town/I was a dreamer before you went and let me down/Now it's too late for you and your white horse/To come around,NONE,NONE,Am-G-F-C-G-F-Bb,And there you are on your knees/ Beggin' for forgiveness  beggin' for me/ Just like I always wanted/ But I'm so sorry,Am-F-C-F,Oh  woah  woah  woah/ Try and catch me now  oh/  It's too late to catch me now,False,False,white horse taylors version,54,C-F-Am-F,C-F-Am-F,Am-F-G,C-Am-F-G,NONE,Am-G-F-C-G-F-Bb,Am-F-C-F
Lover,me!,Taylor Swift Joel Little Brendon Urie,0,NONE,C-Am-F-G,I know that I'm a handful  baby  uh/You know I never think before I jump/And you're the kind of guy the ladies want  (And there's a lot of cool chicks out there)/I know that I went psycho on the phone/I never leave well enough alone/And trouble's gonna follow where I go (And there's a lot of cool chicks out there),C-C-C-C,But one of these things is not like the others/Like a rainbow with all of the colours/Baby doll  when it comes to a lover/I promise that you'll never find another like,C-Am-F-G,Me-e-e  ooh-ooh-ooh-ooh/I'm the only one of me/Baby  that's the fun of me,NONE,NONE,N.C-N.C,Girl  there ain't no I in ‘team'/But you know there is a ‘me'/Strike the band up  1  2  3/I promise that you'll never find another like me,BRIDGE,BRIDGE,False,False,me!,110,NONE,C-Am-F-G,C-C-C-C,C-Am-F-G,NONE,N.C-N.C,BRIDGE
1989 (Taylor's Version),surburban legends (taylor's version) (from the vault),Taylor Swift   Jack Antonoff,0,NONE,C-Am-F,You had people who called you on unmarked numbers/In my peripheral vision/I let it slide like hose on slippery plasti summer/All was quickly forgiven/You were so magneti it was almost obnoxious/Flush with the currency of cool/I was always turnin' out my empty pockets/And when it came to you,NONE,NONE,C-Am-F-G,I didn't come here to make friends/We were born to be suburban legends/When you hold me   it holds me together/And you kiss me in way that's gonna screw me up forever,NONE,NONE,C-Am-F-G,Tick-tock on the clock I pace down your block/I broke my own heart 'cause you were too polite to do it/Waves crash on the shore I dash to the door/You don't knock anymore and my whole life's ruined/Tick-tock on the clock   I pace down your block/I broke my own heart 'cause you were too polite to do it/Waves crash on the shore   I dash to the door/You don't knock anymore and I always knew it/That my life would be ruined,NONE,NONE,False,False,surburban legends taylors version from the vault,10,NONE,C-Am-F,NONE,C-Am-F-G,NONE,C-Am-F-G,NONE
Reputation,new year's day,Taylor Swift Jack Antonoff,0,NONE,C-Am-F,There’s glitter on the floor after the party/Girls carrying their shoes down in the lobbyCandle wax and Polaroids on the hardwood floor/You and me from the night before but,NONE,NONE,C-Am-F-C,Don’t read the last page/But I stay when you're lost and I'm scared and you’re turning away/I want your midnights/But I'll be cleaning up bottles with you on New Year’s Day,C-Am-F-G,Hold on to the memories  they will hold on to you/Hold on  to the memories  they will hold on to you/Hold on  to the memories  they will hold on to you/And I will hold on to you,C-Am-F-G,Please don't ever become a stranger whose/Laugh I could recognize anywhere/Please don't ever become a stranger whose/Laugh I could recognize anywhere,C-Am-F-G,Please don’t Ever  become  a  stranger to the memories they will hold on to you)/Whose laugh I could recognize  anywhere/(Hold on   to the memories they will hold on to you)/Please don't ever  become  a  stranger/ Whose laugh I could recognize ------  anywhere(And I will hold on to you),True,False,new years day,174,NONE,C-Am-F,NONE,C-Am-F-C,C-Am-F-G,C-Am-F-G,C-Am-F-G
Midnights,question…?,Taylor Swift Jack Antonoff,0,NONE,C-Am-Dm-G-G,Good girl sad boy/Big city wrong choices/We had one thing goin' on/I swear that it was somethin’/'Cause I don't remember who I was/Before you painted all my nights/A color I've searched for since,NONE,NONE,C-Am-Dm-G,Can I ask you a question?/Did you ever have someone kiss you in a crowded room/And every single one of your friends was makin' fun of you/But fifteen seconds later thеy were clappin' too?/Then what did you do?/Did you lеave her house in the middle of the night?,NONE,NONE,C-Dm-C-G-Am-G-F-C,Does it feel like everything's just like/Second best after that meteor strike?/And what's that that I heard? That you're still with her?/That’s nice I'm sure that's what's suitable/And right but tonight,NONE,NONE,False,False,question…?,122,NONE,C-Am-Dm-G-G,NONE,C-Am-Dm-G,NONE,C-Dm-C-G-Am-G-F-C,NONE
The Tortured Poets Department,so long london,Taylor Swift Aaron Dessner,2,C-Am-D-G,C-Am-D-G,I saw in my mind ferry lights through the mist/I kept calm and carried the weight of the rift/Pulled him in tighter each time he was drifting away,NONE,NONE,C-Am-D-G,Thinking how much sad did you think I had did you think I had in me?/Oh the tragedy/So long London/You'll find someone,NONE,NONE,G-D-Am-Em,So how much sad did you think I had did you think I had in me?/How much tragedy?/Just how low did you think I'd go 'fore I'd self implode?/‘Fore I'd have to go be free?,Am-C-G-D,So long London/Had a good run/A moment of warm sun/But I'm not the one,True,True,so long london,228,D-Bm-E-A,D-Bm-E-A,NONE,D-Bm-E-A,NONE,A-E-Bm-F#m,Bm-D-A-E
Evermore,marjorie,Taylor Swift  Aaron Dessner,3,D,Bm-G-D-A,Never be so kind/You forget to be clever/  Never be so clever/You forget to be kind,D-G-D-A,And if I didn't know better/I’d think you were talking to me now/ If I didn't know better/ I'd think you were still around,Bm-G-D-A,What died didn't stay dead/What died didn't stay dead/You’re alive  you're alive in my head/What died didn't stay dead/What died didn't stay dead/You’re alive  so alive,NONE,NONE,Bm-G-D-A-Em,The autumn chill that wakes me up/You loved the amber skies so much/Long limbs and frozen swims/You’d always go past where our feet could touch/And I complained the whole way there/The car ride back and up the stairs/I should've asked you questions/I should've asked you how to be/Asked you to write it down for me/Should’ve kept every grocery store receipt/‘Cause every scrap of you would be taken from me/Watched as you signed your name Marjorie/All your closets of backlogged dreams/And how you left them all to me,Em-G-D-A,And if I didn't know better/I’d think you were singing to me now/ If I didn't know better/ I'd think you were still around/I know better/But I still feel you all around/ I know better/ But you're still around,False,False,marjorie,50,F,Dm-A#-F-C,F-A#-F-C,Dm-A#-F-C,NONE,Dm-A#-F-C-Gm,Gm-A#-F-C
Speak Now(Taylor’s Version),better than revenge (taylor's version),Taylor Swift,0,Bm-G-D-A.,Bm-G-D-A,The story starts when it was hot and it was summer/And  I had it all; I had him right there where I wanted him/She came along  got him alone  and let's hear the applause/She took him faster than you can say sabotage/I never saw it coming  wouldn't have suspected it/I underestimated just who I was dealing with/She had to know the pain was beating on me like a drum/She underestimated just who she was stealing from,NONE,NONE,Bm-G-D-A,She's not a saint and she's not what you think/She’s an actress  whoa/He was a moth to the flame/She was holding the matches  whoa/Soon she's gonna find stealing other people's toys on the playground/On the playground won't make you many friends/She should keep in mind  she should keep in mind/There is nothing I do better than revenge,NONE,NONE,A-Bm-G-D,I'm just another thing for you to roll your eyes at honey/You might have him  but haven't you heard?/I’m just another thing for you to roll your eyes at honey/You might have him  but I always get the last word,Bm-G-D-A,And do you still feel like you know what you're doing?/Cause I don't think you do  oh/Do you still feel like you know what you're doing?/I don't think you do  I don't think you do/Let’s hear the applause/C’mon show me how much better you are (So much better  yeah?)/See you deserve some applause/Cause you're so much better/She took him faster than you can say sabotage,False,False,better than revenge taylors version,187,Bm-G-D-A.,Bm-G-D-A,NONE,Bm-G-D-A,NONE,A-Bm-G-D,Bm-G-D-A
Midnights,mastermind,Taylor Swift Jack Antonoff,2,D,D-G,Once upon a time the planets and the fates/And all the stars aligned/You and I ended up in the same room/At the same time,G-D-G-Em,And the touch of a hand lit the fuse/Of a chain reaction of countermoves/To assess the equation of you/Checkmate I couldn't lose,Bm-G-A-D-C#,What if I told you none of it was accidental?/And the first night that you saw me/Nothing was gonna stop me/I laid the groundwork and then/Just like clockwork/The dominoes cascaded in a line/What if I told you I'm a mastermind?/And now you're mine/It was all by dеsign/‘Cause I'm a mastermind,NONE,NONE,D-G-F#m-D-G-A,No one wanted to play with me as a little kid/So I've been scheming like a criminal ever since/ To make them love me and make it seem effortless/This is the first time I've felt the need to confess/And I swear/I’m only cryptic and Machiavellian,NONE,NONE,False,False,mastermind,129,E,E-A,A-E-A-F#m,C#m-A-B-E-D#,NONE,E-A-G#m-E-A-B,NONE
RED (Taylor's Version),i knew you were trouble (taylor's version),Taylor Swift,4,D,D-A-Bm-G,Once upon a time a few mistakes ago/I was in your sights you got me alone/You found me you found me you found me-e-e-e-e/I guess you didn't care and I guess I liked that/And when I fell hard you took a step back/Without me without me without me-e-e-e-e-e,D-A-Bm,And he's long gone when he's next to me/And I realize the blame is on me,Bm-G-A-D-A,Cause I knew you werе trouble when you walked in/So shamе on me now/Flew me to places I'd never been/’Til you put me down oh/I knew you were trouble when you walked in/So shamе on me now/Flew me to places I'd never been/Now I'm lyin' on the cold hard ground,G-A-D-A-Bm,Oh oh/Trouble trouble trouble/Oh oh/Trouble trouble trouble,G-Bm-G-D,And the saddest fear/Comes creepin' in/That you never loved me/Or her or anyone or anything yeah,Bm-G-A-D-A,’Cause I knew you were trouble when you walked in/Trouble trouble trouble/‘Cause I knew you were trouble when you walked in/Trouble trouble trouble,False,False,i knew you were trouble taylors version,163,F#,F#-C#-D#m-B,F#-C#-D#m,D#m-B-C#-F#-C#,B-C#-F#-C#-D#m,B-D#m-B-F#,D#m-B-C#-F#-C#
Fearless (Taylor's Version),superstar (taylor's version),Taylor Swift Liz Rose,0,D-A-Bm-A,D-A-Bm-A-D,This is wrong  but  I can't help but feel like/There ain't nothin' more right  babe/ Misty mornin' comes again and I can’t/Help but wish I could see your face/I knew from the first note played/I’d be breakin' all my rules to see you,D-A-Bm-A,You smile that beautiful smile/And all the girls in the front row/ Scream your name,Bm-G-A-D-A,So dim that spotlight  tell me things like/ 'I can't keep my eyes off of you ‘/I'm no one special  just another wide-eyed girl/Who’s desperately in love with you/Give me a photograph to hang on my wall/Superstar,NONE,NONE,E-B-F#m,You played in bars  you play guitar/I’m invisible and everyone knows who you are/ And you'll never see  you sing me to sleep/Every night from the radio,A-D-A-Bm,Sweet  sweet superstar/Superstar,False,False,superstar taylors version,61,D-A-Bm-A,D-A-Bm-A-D,D-A-Bm-A,Bm-G-A-D-A,NONE,E-B-F#m,A-D-A-Bm
Evermore,coney island,Taylor Swift  William Bowery  Aaron Dessner  Bryce Dessner,1,Bm-C-D-Em-C,Bm-C-D-Em-C,Break my soul in two looking for you/But you're right here/If I can't relate to you anymore/Then who am I related to?/And if this is the long haul/How’d we get here so soon?/Did I close my fist around something delicate?/Did I shatter you?,NONE,NONE,Bm-C-D-Bm,And I'm sitting on a bench in Coney Island/Wondering  where did my baby go?/The fast times  the bright lights  the merry go/Sorry for not making you my centerfold/Over and over/Lost again with no surprises/Disappointments  close your eyes/And it gets colder and colder/When the sun goes down,NONE,NONE,Bm-C-D,Were you waiting at our old spot/In the tree line by the gold clock/Did I leave you hanging every single day?/Were you standing in the hallway/With a big cake  happy birthday/Did I paint your bluest skies the darkest grey?/A universe away/And when I got into the accident/The sight that flashed before me was your face/But when I walked up to the podium/I think that I forgot to say your name,Em-C-G-Bm,When the sun goes down/The sight that flashed before me was your face/When the sun goes down/But I think that I forgot to say your name/Over and over/Sorry for not making you my  making you my/Making you my centerfold,False,False,coney island,51,Cm-C#-D#-Fm-C#,Cm-C#-D#-Fm-C#,NONE,Cm-C#-D#-Cm,NONE,Cm-C#-D#,Fm-C#-G#-Cm
Folklore,illicit affairs,Taylor Swift  Jack Antonoff,3,G-Em-C-Bm-D,G-Em-C-Bm-D,Make sure nobody sees you leave/Hood over your head  keep your eyes down/Tell your friends you're out for a run/You’ll be flushed when you return/Take the road less traveled by/Tell yourself you can always stop/What started in beautiful rooms/Ends with meetings in parking lots,NONE,NONE,Bm-C-D,And that's the thing about illicit affairs/And clandestine meetings and longing stares/It’s born from just one single glance/But it dies and it dies and it dies/A million little times,NONE,NONE,G-Em-C-D,And you wanna scream/Don’t call me 'kid ' don't call me ‘baby'/Look at this godforsaken mess that you made me/You showed me colors you know I can't see with anyone else/Don’t call me 'kid ' don't call me ‘baby'/Look at this idiotic fool that you made me/You taught me a secret language I can't speak with anyone else,Em-G-C-D-G,And you know damn well/For you  I would ruin myself/A million little times,False,False,illicit affairs,86,A#-Gm-D#-Dm-F,A#-Gm-D#-Dm-F,NONE,Dm-D#-F,NONE,A#-Gm-D#-F,Gm-A#-D#-F-A#
The Tortured Poets Department,i look in people's windows,Taylor Swft Jack Antonoff Patrik Berger,2,Bm-G,Bm-G,I had died the tiniest death/I spied the catch in your breath/Out out out out out out/Northbound I got carried away/As you boarded your train/South south south south south south,Bm-G,A feather taken by the wind blowing/I'm afflicted by the not knowing so,Bm-A-G,I look in people's windows/Transfixed by rose golden glows/They have their friends over to drink nice wine/I look in people's windows/In case you're at their table/What if your eyes looked up and met mine/One more time,NONE,NONE,NONE,NONE,NONE,NONE,False,True,i look in peoples windows,226,C#m-A,C#m-A,C#m-A,C#m-B-A,NONE,NONE,NONE
